event_slug,game_id,market_id,market_slug,question,sports_market_type,group_item_title,group_item_threshold,neg_risk_market_id,question_id,series_slug,tags,market_type,classification_confidence,classification_reason,active,closed,enable_order_book,clob_token_ids_count,processable
fifwc-arg-alg-2026-06-16,90086925,1897089,fifwc-arg-alg-2026-06-16-draw,Will Argentina vs. Algeria end in a draw?,moneyline,Draw (Argentina vs. Algeria),1,0xf6139c35490808d9b4505e475ea62dfa7c27c860d4e56275ea51b5f025374c00,0xf6139c35490808d9b4505e475ea62dfa7c27c860d4e56275ea51b5f025374c01,soccer-fifwc,sports;fifa-world-cup;games;soccer,match_binary_draw,high,sportsMarketType=moneyline.,True,False,True,2,True
fifwc-arg-alg-2026-06-16,90086925,1897090,fifwc-arg-alg-2026-06-16-alg,Will Algeria win on 2026-06-16?,moneyline,Algeria,2,0xf6139c35490808d9b4505e475ea62dfa7c27c860d4e56275ea51b5f025374c00,0xf6139c35490808d9b4505e475ea62dfa7c27c860d4e56275ea51b5f025374c02,soccer-fifwc,sports;fifa-world-cup;games;soccer,match_binary_away,high,sportsMarketType=moneyline.,True,False,True,2,True
fifwc-arg-alg-2026-06-16,90086925,1897088,fifwc-arg-alg-2026-06-16-arg,Will Argentina win on 2026-06-16?,moneyline,Argentina,0,0xf6139c35490808d9b4505e475ea62dfa7c27c860d4e56275ea51b5f025374c00,0xf6139c35490808d9b4505e475ea62dfa7c27c860d4e56275ea51b5f025374c00,soccer-fifwc,sports;fifa-world-cup;games;soccer,match_binary_home,high,sportsMarketType=moneyline.,True,False,True,2,True
fifwc-aus-tur-2026-06-14,90086914,1897056,fifwc-aus-tur-2026-06-14-draw,Will Australia vs. Türkiye end in a draw?,moneyline,Draw (Australia vs. Türkiye),1,0x1728d4c7fe3189125aac840d6d27a28ed9b203b08ef5ad5e0e162c9d0c5e2500,0x1728d4c7fe3189125aac840d6d27a28ed9b203b08ef5ad5e0e162c9d0c5e2501,soccer-fifwc,games;fifa-world-cup;sports;soccer,match_binary_draw,high,sportsMarketType=moneyline.,True,False,True,2,True
fifwc-aus-tur-2026-06-14,90086914,1897057,fifwc-aus-tur-2026-06-14-tur,Will Türkiye win on 2026-06-14?,moneyline,Türkiye,2,0x1728d4c7fe3189125aac840d6d27a28ed9b203b08ef5ad5e0e162c9d0c5e2500,0x1728d4c7fe3189125aac840d6d27a28ed9b203b08ef5ad5e0e162c9d0c5e2502,soccer-fifwc,games;fifa-world-cup;sports;soccer,match_binary_away,high,sportsMarketType=moneyline.,True,False,True,2,True
fifwc-aus-tur-2026-06-14,90086914,1897055,fifwc-aus-tur-2026-06-14-aus,Will Australia win on 2026-06-14?,moneyline,Australia,0,0x1728d4c7fe3189125aac840d6d27a28ed9b203b08ef5ad5e0e162c9d0c5e2500,0x1728d4c7fe3189125aac840d6d27a28ed9b203b08ef5ad5e0e162c9d0c5e2500,soccer-fifwc,games;fifa-world-cup;sports;soccer,match_binary_home,high,sportsMarketType=moneyline.,True,False,True,2,True
fifwc-aut-jor-2026-06-17,90086926,1897091,fifwc-aut-jor-2026-06-17-aut,Will Austria win on 2026-06-17?,moneyline,Austria,0,0x4673b93f56c5ece685d6fc3496d4d416c986ebfd0cfcf4d02fbe8eb3c7595e00,0x4673b93f56c5ece685d6fc3496d4d416c986ebfd0cfcf4d02fbe8eb3c7595e00,soccer-fifwc,sports;games;soccer;fifa-world-cup,match_binary_home,high,sportsMarketType=moneyline.,True,False,True,2,True
fifwc-aut-jor-2026-06-17,90086926,1897092,fifwc-aut-jor-2026-06-17-draw,Will Austria vs. Jordan end in a draw?,moneyline,Draw (Austria vs. Jordan),1,0x4673b93f56c5ece685d6fc3496d4d416c986ebfd0cfcf4d02fbe8eb3c7595e00,0x4673b93f56c5ece685d6fc3496d4d416c986ebfd0cfcf4d02fbe8eb3c7595e01,soccer-fifwc,sports;games;soccer;fifa-world-cup,match_binary_draw,high,sportsMarketType=moneyline.,True,False,True,2,True
fifwc-aut-jor-2026-06-17,90086926,1897093,fifwc-aut-jor-2026-06-17-jor,Will Jordan win on 2026-06-17?,moneyline,Jordan,2,0x4673b93f56c5ece685d6fc3496d4d416c986ebfd0cfcf4d02fbe8eb3c7595e00,0x4673b93f56c5ece685d6fc3496d4d416c986ebfd0cfcf4d02fbe8eb3c7595e02,soccer-fifwc,sports;games;soccer;fifa-world-cup,match_binary_away,high,sportsMarketType=moneyline.,True,False,True,2,True
fifwc-bel-egy-2026-06-15,90086920,1897074,fifwc-bel-egy-2026-06-15-draw,Will Belgium vs. Egypt end in a draw?,moneyline,Draw (Belgium vs. Egypt),1,0xa7c760da9bbd130e56bd7069e9b77a54e84b186a57cae4abbc3c98db3352e600,0xa7c760da9bbd130e56bd7069e9b77a54e84b186a57cae4abbc3c98db3352e601,soccer-fifwc,soccer;fifa-world-cup;sports;games,match_binary_draw,high,sportsMarketType=moneyline.,True,False,True,2,True
fifwc-bel-egy-2026-06-15,90086920,1897075,fifwc-bel-egy-2026-06-15-egy,Will Egypt win on 2026-06-15?,moneyline,Egypt,2,0xa7c760da9bbd130e56bd7069e9b77a54e84b186a57cae4abbc3c98db3352e600,0xa7c760da9bbd130e56bd7069e9b77a54e84b186a57cae4abbc3c98db3352e602,soccer-fifwc,soccer;fifa-world-cup;sports;games,match_binary_away,high,sportsMarketType=moneyline.,True,False,True,2,True
fifwc-bel-egy-2026-06-15,90086920,1897073,fifwc-bel-egy-2026-06-15-bel,Will Belgium win on 2026-06-15?,moneyline,Belgium,0,0xa7c760da9bbd130e56bd7069e9b77a54e84b186a57cae4abbc3c98db3352e600,0xa7c760da9bbd130e56bd7069e9b77a54e84b186a57cae4abbc3c98db3352e600,soccer-fifwc,soccer;fifa-world-cup;sports;games,match_binary_home,high,sportsMarketType=moneyline.,True,False,True,2,True
fifwc-bra-mar-2026-06-13,90086913,1897051,fifwc-bra-mar-2026-06-13-mar,Will Morocco win on 2026-06-13?,moneyline,Morocco,2,0x9f1feb0ec084a8d00dcf6d59bc42ef8e5e6c66329508f5f30be001c99e6f0d00,0x9f1feb0ec084a8d00dcf6d59bc42ef8e5e6c66329508f5f30be001c99e6f0d02,soccer-fifwc,soccer;fifa-world-cup;sports;games,match_binary_away,high,sportsMarketType=moneyline.,True,False,True,2,True
fifwc-bra-mar-2026-06-13,90086913,1897049,fifwc-bra-mar-2026-06-13-bra,Will Brazil win on 2026-06-13?,moneyline,Brazil,0,0x9f1feb0ec084a8d00dcf6d59bc42ef8e5e6c66329508f5f30be001c99e6f0d00,0x9f1feb0ec084a8d00dcf6d59bc42ef8e5e6c66329508f5f30be001c99e6f0d00,soccer-fifwc,soccer;fifa-world-cup;sports;games,match_binary_home,high,sportsMarketType=moneyline.,True,False,True,2,True
fifwc-bra-mar-2026-06-13,90086913,1897050,fifwc-bra-mar-2026-06-13-draw,Will Brazil vs. Morocco end in a draw?,moneyline,Draw (Brazil vs. Morocco),1,0x9f1feb0ec084a8d00dcf6d59bc42ef8e5e6c66329508f5f30be001c99e6f0d00,0x9f1feb0ec084a8d00dcf6d59bc42ef8e5e6c66329508f5f30be001c99e6f0d01,soccer-fifwc,soccer;fifa-world-cup;sports;games,match_binary_draw,high,sportsMarketType=moneyline.,True,False,True,2,True
fifwc-can-bih-2026-06-12,90086909,1897041,fifwc-can-bih-2026-06-12-draw,Will Canada vs. Bosnia and Herzegovina end in a draw?,moneyline,Draw (Canada vs. Bosnia-Herzegovina),1,0xa9ed591d8482f292c37643a6b0a94f19b5faa91f5a238717b252204c95b26900,0xa9ed591d8482f292c37643a6b0a94f19b5faa91f5a238717b252204c95b26901,soccer-fifwc,fifa-world-cup;games;soccer;sports,match_binary_draw,high,sportsMarketType=moneyline.,True,False,True,2,True
fifwc-can-bih-2026-06-12,90086909,1897042,fifwc-can-bih-2026-06-12-bih,Will Bosnia and Herzegovina win on 2026-06-12?,moneyline,Bosnia-Herzegovina,2,0xa9ed591d8482f292c37643a6b0a94f19b5faa91f5a238717b252204c95b26900,0xa9ed591d8482f292c37643a6b0a94f19b5faa91f5a238717b252204c95b26902,soccer-fifwc,fifa-world-cup;games;soccer;sports,match_binary_away,high,sportsMarketType=moneyline.,True,False,True,2,True
fifwc-can-bih-2026-06-12,90086909,1897040,fifwc-can-bih-2026-06-12-can,Will Canada win on 2026-06-12?,moneyline,Canada,0,0xa9ed591d8482f292c37643a6b0a94f19b5faa91f5a238717b252204c95b26900,0xa9ed591d8482f292c37643a6b0a94f19b5faa91f5a238717b252204c95b26900,soccer-fifwc,fifa-world-cup;games;soccer;sports,match_binary_home,high,sportsMarketType=moneyline.,True,False,True,2,True
fifwc-civ-ecu-2026-06-14,90086915,1897065,fifwc-civ-ecu-2026-06-14-draw,Will Côte d'Ivoire vs. Ecuador end in a draw?,moneyline,Draw (Côte d'Ivoire vs. Ecuador),1,0x4f399d3832b76f7dabdc546e404661d55a8e4e6f0864bdd837204c826e8abd00,0x4f399d3832b76f7dabdc546e404661d55a8e4e6f0864bdd837204c826e8abd01,soccer-fifwc,sports;games;soccer;fifa-world-cup,match_binary_draw,high,sportsMarketType=moneyline.,True,False,True,2,True
fifwc-civ-ecu-2026-06-14,90086915,1897066,fifwc-civ-ecu-2026-06-14-ecu,Will Ecuador win on 2026-06-14?,moneyline,Ecuador,2,0x4f399d3832b76f7dabdc546e404661d55a8e4e6f0864bdd837204c826e8abd00,0x4f399d3832b76f7dabdc546e404661d55a8e4e6f0864bdd837204c826e8abd02,soccer-fifwc,sports;games;soccer;fifa-world-cup,match_binary_away,high,sportsMarketType=moneyline.,True,False,True,2,True
fifwc-civ-ecu-2026-06-14,90086915,1897064,fifwc-civ-ecu-2026-06-14-civ,Will Côte d'Ivoire win on 2026-06-14?,moneyline,Côte d'Ivoire,0,0x4f399d3832b76f7dabdc546e404661d55a8e4e6f0864bdd837204c826e8abd00,0x4f399d3832b76f7dabdc546e404661d55a8e4e6f0864bdd837204c826e8abd00,soccer-fifwc,sports;games;soccer;fifa-world-cup,match_binary_home,high,sportsMarketType=moneyline.,True,False,True,2,True
fifwc-eng-hrv-2026-06-17,90086930,1897099,fifwc-eng-hrv-2026-06-17-hrv,Will Croatia win on 2026-06-17?,moneyline,Croatia,2,0x2edc09a8ddef3bb07a0397d8b08916a8fd302b6aba879eb1315aafa860aaa800,0x2edc09a8ddef3bb07a0397d8b08916a8fd302b6aba879eb1315aafa860aaa802,soccer-fifwc,sports;soccer;fifa-world-cup;games,match_binary_away,high,sportsMarketType=moneyline.,True,False,True,2,True
fifwc-eng-hrv-2026-06-17,90086930,1897097,fifwc-eng-hrv-2026-06-17-eng,Will England win on 2026-06-17?,moneyline,England,0,0x2edc09a8ddef3bb07a0397d8b08916a8fd302b6aba879eb1315aafa860aaa800,0x2edc09a8ddef3bb07a0397d8b08916a8fd302b6aba879eb1315aafa860aaa800,soccer-fifwc,sports;soccer;fifa-world-cup;games,match_binary_home,high,sportsMarketType=moneyline.,True,False,True,2,True
fifwc-eng-hrv-2026-06-17,90086930,1897098,fifwc-eng-hrv-2026-06-17-draw,Will England vs. Croatia end in a draw?,moneyline,Draw (England vs. Croatia),1,0x2edc09a8ddef3bb07a0397d8b08916a8fd302b6aba879eb1315aafa860aaa800,0x2edc09a8ddef3bb07a0397d8b08916a8fd302b6aba879eb1315aafa860aaa801,soccer-fifwc,sports;soccer;fifa-world-cup;games,match_binary_draw,high,sportsMarketType=moneyline.,True,False,True,2,True
fifwc-esp-cvi-2026-06-15,90086922,1897070,fifwc-esp-cvi-2026-06-15-esp,Will Spain win on 2026-06-15?,moneyline,Spain,0,0x521c88dd1ac8087839a9bce309a1471472c610632e9d612d8fcdfcfdb6dc0000,0x521c88dd1ac8087839a9bce309a1471472c610632e9d612d8fcdfcfdb6dc0000,soccer-fifwc,soccer;sports;games;fifa-world-cup,match_binary_home,high,sportsMarketType=moneyline.,True,False,True,2,True
fifwc-esp-cvi-2026-06-15,90086922,1897071,fifwc-esp-cvi-2026-06-15-draw,Will Spain vs. Cabo Verde end in a draw?,moneyline,Draw (Spain vs. Cabo Verde),1,0x521c88dd1ac8087839a9bce309a1471472c610632e9d612d8fcdfcfdb6dc0000,0x521c88dd1ac8087839a9bce309a1471472c610632e9d612d8fcdfcfdb6dc0001,soccer-fifwc,soccer;sports;games;fifa-world-cup,match_binary_draw,high,sportsMarketType=moneyline.,True,False,True,2,True
fifwc-esp-cvi-2026-06-15,90086922,1897072,fifwc-esp-cvi-2026-06-15-cvi,Will Cabo Verde win on 2026-06-15?,moneyline,Cabo Verde,2,0x521c88dd1ac8087839a9bce309a1471472c610632e9d612d8fcdfcfdb6dc0000,0x521c88dd1ac8087839a9bce309a1471472c610632e9d612d8fcdfcfdb6dc0002,soccer-fifwc,soccer;sports;games;fifa-world-cup,match_binary_away,high,sportsMarketType=moneyline.,True,False,True,2,True
fifwc-fra-sen-2026-06-16,90086923,1897082,fifwc-fra-sen-2026-06-16-fra,Will France win on 2026-06-16?,moneyline,France,0,0x84a53cef3f82f2e35f78cf84fa23c037764d57d3b310115508fb8636d6fedf00,0x84a53cef3f82f2e35f78cf84fa23c037764d57d3b310115508fb8636d6fedf00,soccer-fifwc,sports;fifa-world-cup;games;soccer,match_binary_home,high,sportsMarketType=moneyline.,True,False,True,2,True
fifwc-fra-sen-2026-06-16,90086923,1897084,fifwc-fra-sen-2026-06-16-sen,Will Senegal win on 2026-06-16?,moneyline,Senegal,2,0x84a53cef3f82f2e35f78cf84fa23c037764d57d3b310115508fb8636d6fedf00,0x84a53cef3f82f2e35f78cf84fa23c037764d57d3b310115508fb8636d6fedf02,soccer-fifwc,sports;fifa-world-cup;games;soccer,match_binary_away,high,sportsMarketType=moneyline.,True,False,True,2,True
fifwc-fra-sen-2026-06-16,90086923,1897083,fifwc-fra-sen-2026-06-16-draw,Will France vs. Senegal end in a draw?,moneyline,Draw (France vs. Senegal),1,0x84a53cef3f82f2e35f78cf84fa23c037764d57d3b310115508fb8636d6fedf00,0x84a53cef3f82f2e35f78cf84fa23c037764d57d3b310115508fb8636d6fedf01,soccer-fifwc,sports;fifa-world-cup;games;soccer,match_binary_draw,high,sportsMarketType=moneyline.,True,False,True,2,True
fifwc-ger-kor-2026-06-14,90086916,1897058,fifwc-ger-kor-2026-06-14-ger,Will Germany win on 2026-06-14?,moneyline,Germany,0,0xdecd43207c07daadbe8dc6038d205f1db4b3039ccd672fc49a08fd0bfee66000,0xdecd43207c07daadbe8dc6038d205f1db4b3039ccd672fc49a08fd0bfee66000,soccer-fifwc,sports;games;fifa-world-cup;soccer,match_binary_home,high,sportsMarketType=moneyline.,True,False,True,2,True
fifwc-ger-kor-2026-06-14,90086916,1897060,fifwc-ger-kor-2026-06-14-kor,Will Curaçao win on 2026-06-14?,moneyline,Curaçao,2,0xdecd43207c07daadbe8dc6038d205f1db4b3039ccd672fc49a08fd0bfee66000,0xdecd43207c07daadbe8dc6038d205f1db4b3039ccd672fc49a08fd0bfee66002,soccer-fifwc,sports;games;fifa-world-cup;soccer,match_binary_away,high,sportsMarketType=moneyline.,True,False,True,2,True
fifwc-ger-kor-2026-06-14,90086916,1897059,fifwc-ger-kor-2026-06-14-draw,Will Germany vs. Curaçao end in a draw?,moneyline,Draw (Germany vs. Curaçao),1,0xdecd43207c07daadbe8dc6038d205f1db4b3039ccd672fc49a08fd0bfee66000,0xdecd43207c07daadbe8dc6038d205f1db4b3039ccd672fc49a08fd0bfee66001,soccer-fifwc,sports;games;fifa-world-cup;soccer,match_binary_draw,high,sportsMarketType=moneyline.,True,False,True,2,True
fifwc-gha-pan-2026-06-17,90086929,1897100,fifwc-gha-pan-2026-06-17-gha,Will Ghana win on 2026-06-17?,moneyline,Ghana,0,0x84de5ae9e6c665a98b660809537dd4660a9ca80ac78271cc69eb61eec7fc3f00,0x84de5ae9e6c665a98b660809537dd4660a9ca80ac78271cc69eb61eec7fc3f00,soccer-fifwc,games;sports;soccer;fifa-world-cup,match_binary_home,high,sportsMarketType=moneyline.,True,False,True,2,True
